LineId,Date,Time,Level,Process,Component,Content,EventId,EventTemplate,ParameterList
705,2015-10-18,"18:04:20,394",INFO,IPC Server handler 29 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.36317363,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000002_0', '0.36317363']"
706,2015-10-18,"18:04:20,550",INFO,IPC Server handler 2 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : 0.667,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000003_0', '0.667']"
707,2015-10-18,"18:04:20,800",INFO,IPC Server handler 22 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.27696857,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000000_0', '0.27696857']"
708,2015-10-18,"18:04:21,237",INFO,IPC Server handler 5 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000006_0 is : 0.19266446,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000006_0', '0.19266446']"
709,2015-10-18,"18:04:22,019",INFO,IPC Server handler 3 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000008_0 is : 0.106881365,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000008_0', '0.106881365']"
710,2015-10-18,"18:04:22,784",INFO,IPC Server handler 19 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000009_0 is : 0.295472,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000009_0', '0.295472']"
711,2015-10-18,"18:04:23,269",INFO,IPC Server handler 15 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000005_0 is : 0.19247705,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000005_0', '0.19247705']"
712,2015-10-18,"18:04:23,409",INFO,IPC Server handler 10 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000004_0 is : 0.19242907,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000004_0', '0.19242907']"
713,2015-10-18,"18:04:23,409",INFO,IPC Server handler 14 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000007_0 is : 0.1337379,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000007_0', '0.1337379']"
714,2015-10-18,"18:04:23,581",INFO,IPC Server handler 2 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : 0.6854124,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000003_0', '0.6854124']"
715,2015-10-18,"18:04:23,706",INFO,IPC Server handler 4 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.36319977,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000001_0', '0.36319977']"
716,2015-10-18,"18:04:23,972",INFO,IPC Server handler 3 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.36317363,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000002_0', '0.36317363']"
717,2015-10-18,"18:04:24,238",INFO,IPC Server handler 6 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.29998285,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000000_0', '0.29998285']"
718,2015-10-18,"18:04:24,284",INFO,IPC Server handler 20 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000006_0 is : 0.19266446,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000006_0', '0.19266446']"
719,2015-10-18,"18:04:25,034",INFO,IPC Server handler 6 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000008_0 is : 0.106881365,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000008_0', '0.106881365']"
720,2015-10-18,"18:04:25,785",INFO,IPC Server handler 19 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000009_0 is : 0.295472,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000009_0', '0.295472']"
721,2015-10-18,"18:04:26,300",INFO,IPC Server handler 20 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000005_0 is : 0.27813601,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000005_0', '0.27813601']"
722,2015-10-18,"18:04:26,488",INFO,IPC Server handler 10 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000004_0 is : 0.25258622,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000004_0', '0.25258622']"
723,2015-10-18,"18:04:26,488",INFO,IPC Server handler 14 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000007_0 is : 0.19255035,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000007_0', '0.19255035']"
724,2015-10-18,"18:04:26,660",INFO,IPC Server handler 29 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : 0.7198902,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000003_0', '0.7198902']"
725,2015-10-18,"18:04:27,160",INFO,IPC Server handler 20 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.36319977,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000001_0', '0.36319977']"
726,2015-10-18,"18:04:27,269",INFO,IPC Server handler 12 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.36317363,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000002_0', '0.36317363']"
727,2015-10-18,"18:04:27,316",INFO,IPC Server handler 28 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000006_0 is : 0.27613032,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000006_0', '0.27613032']"
728,2015-10-18,"18:04:27,706",INFO,IPC Server handler 4 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.33995733,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000000_0', '0.33995733']"
729,2015-10-18,"18:04:28,082",INFO,IPC Server handler 9 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000008_0 is : 0.106881365,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000008_0', '0.106881365']"
730,2015-10-18,"18:04:28,800",INFO,IPC Server handler 19 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000009_0 is : 0.295472,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000009_0', '0.295472']"
731,2015-10-18,"18:04:29,332",INFO,IPC Server handler 12 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000005_0 is : 0.27813601,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000005_0', '0.27813601']"
732,2015-10-18,"18:04:29,503",INFO,IPC Server handler 10 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000004_0 is : 0.2781602,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000004_0', '0.2781602']"
733,2015-10-18,"18:04:29,503",INFO,IPC Server handler 10 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000007_0 is : 0.19255035,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000007_0', '0.19255035']"
734,2015-10-18,"18:04:29,707",INFO,IPC Server handler 0 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : 0.7607953,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000003_0', '0.7607953']"
735,2015-10-18,"18:04:30,379",INFO,IPC Server handler 12 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000006_0 is : 0.2783809,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000006_0', '0.2783809']"
736,2015-10-18,"18:04:30,644",INFO,IPC Server handler 0 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.36319977,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000001_0', '0.36319977']"
737,2015-10-18,"18:04:30,816",INFO,IPC Server handler 4 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.36317363,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000002_0', '0.36317363']"
738,2015-10-18,"18:04:31,082",INFO,IPC Server handler 9 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000008_0 is : 0.106881365,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000008_0', '0.106881365']"
739,2015-10-18,"18:04:31,300",INFO,IPC Server handler 12 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.3624012,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000000_0', '0.3624012']"
740,2015-10-18,"18:04:31,847",INFO,IPC Server handler 4 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000009_0 is : 0.295472,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000009_0', '0.295472']"
741,2015-10-18,"18:04:32,363",INFO,IPC Server handler 28 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000005_0 is : 0.27813601,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000005_0', '0.27813601']"
742,2015-10-18,"18:04:32,566",INFO,IPC Server handler 5 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000004_0 is : 0.2781602,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000004_0', '0.2781602']"
743,2015-10-18,"18:04:32,566",INFO,IPC Server handler 5 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000007_0 is : 0.19255035,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000007_0', '0.19255035']"
744,2015-10-18,"18:04:32,738",INFO,IPC Server handler 29 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : 0.80356,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000003_0', '0.80356']"
745,2015-10-18,"18:04:33,410",INFO,IPC Server handler 15 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000006_0 is : 0.2783809,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000006_0', '0.2783809']"
746,2015-10-18,"18:04:34,098",INFO,IPC Server handler 9 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.36319977,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000001_0', '0.36319977']"
747,2015-10-18,"18:04:34,098",INFO,IPC Server handler 23 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000008_0 is : 0.18216328,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000008_0', '0.18216328']"
748,2015-10-18,"18:04:34,363",INFO,IPC Server handler 3 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.36317363,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000002_0', '0.36317363']"
749,2015-10-18,"18:04:34,832",INFO,IPC Server handler 29 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.3624012,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000000_0', '0.3624012']"
750,2015-10-18,"18:04:34,894",INFO,IPC Server handler 2 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000009_0 is : 0.4956123,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000009_0', '0.4956123']"
751,2015-10-18,"18:04:35,410",INFO,IPC Server handler 20 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000005_0 is : 0.32285523,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000005_0', '0.32285523']"
752,2015-10-18,"18:04:35,660",INFO,IPC Server handler 11 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000007_0 is : 0.25511068,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000007_0', '0.25511068']"
753,2015-10-18,"18:04:35,660",INFO,IPC Server handler 11 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000004_0 is : 0.2781602,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000004_0', '0.2781602']"
754,2015-10-18,"18:04:35,816",INFO,IPC Server handler 0 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : 0.83331466,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000003_0', '0.83331466']"
755,2015-10-18,"18:04:36,441",INFO,IPC Server handler 12 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000006_0 is : 0.29597813,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000006_0', '0.29597813']"
756,2015-10-18,"18:04:37,098",INFO,IPC Server handler 23 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000008_0 is : 0.19258286,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000008_0', '0.19258286']"
757,2015-10-18,"18:04:37,754",INFO,IPC Server handler 5 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.36319977,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000001_0', '0.36319977']"
758,2015-10-18,"18:04:37,957",INFO,IPC Server handler 29 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000009_0 is : 0.5323719,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000009_0', '0.5323719']"
759,2015-10-18,"18:04:37,957",INFO,IPC Server handler 2 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.36317363,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000002_0', '0.36317363']"
760,2015-10-18,"18:04:38,473",INFO,IPC Server handler 6 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.3624012,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000000_0', '0.3624012']"
761,2015-10-18,"18:04:38,473",INFO,IPC Server handler 20 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000005_0 is : 0.36390656,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000005_0', '0.36390656']"
762,2015-10-18,"18:04:38,723",INFO,IPC Server handler 17 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000007_0 is : 0.27825075,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000007_0', '0.27825075']"
763,2015-10-18,"18:04:38,723",INFO,IPC Server handler 21 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000004_0 is : 0.36388028,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000004_0', '0.36388028']"
764,2015-10-18,"18:04:38,848",INFO,IPC Server handler 0 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : 0.87672114,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000003_0', '0.87672114']"
765,2015-10-18,"18:04:39,457",INFO,IPC Server handler 3 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000006_0 is : 0.36404583,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000006_0', '0.36404583']"
766,2015-10-18,"18:04:40,129",INFO,IPC Server handler 4 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000008_0 is : 0.19258286,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000008_0', '0.19258286']"
767,2015-10-18,"18:04:40,957",INFO,IPC Server handler 14 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000009_0 is : 0.5323719,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000009_0', '0.5323719']"
768,2015-10-18,"18:04:41,270",INFO,IPC Server handler 9 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.36319977,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000001_0', '0.36319977']"
769,2015-10-18,"18:04:41,489",INFO,IPC Server handler 22 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000005_0 is : 0.36390656,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000005_0', '0.36390656']"
770,2015-10-18,"18:04:41,535",INFO,IPC Server handler 3 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.36317363,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000002_0', '0.36317363']"
771,2015-10-18,"18:04:41,739",INFO,IPC Server handler 17 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000004_0 is : 0.36388028,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000004_0', '0.36388028']"
772,2015-10-18,"18:04:41,739",INFO,IPC Server handler 17 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000007_0 is : 0.27825075,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000007_0', '0.27825075']"
